File,Language,Corpus,Code,Age,Sex,Group,Race,SES,Role,Education,Custom_field,#utterances,#turns,#words,words/turns,utterances/turns,words/utterances,Standard deviation,File_ID,Age_Month_approx
pair_sli413_td439_rep01_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,10,1,71,71.000,10.000,7.100,2.022,pair_sli413_td439_rep01_A1_TD,59.2
pair_sli413_td439_rep01_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,5,1,63,63.000,5.000,12.600,2.577,pair_sli413_td439_rep01_A2_TD,59.2
pair_sli413_td439_rep01_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,13,1,100,100.000,13.000,7.692,3.988,pair_sli413_td439_rep01_A3_TD,59.2
pair_sli413_td439_rep01_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,12,1,49,49.000,12.000,4.083,2.532,pair_sli413_td439_rep01_B1_TD,59.2
pair_sli413_td439_rep01_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,11,1,60,60.000,11.000,5.455,2.935,pair_sli413_td439_rep01_B2_TD,59.2
pair_sli413_td439_rep01_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,13,1,96,96.000,13.000,7.385,3.991,pair_sli413_td439_rep01_B3_TD,59.2
pair_sli413_td439_rep02_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,14,1,82,82.000,14.000,5.857,2.503,pair_sli413_td439_rep02_A1_TD,59.2
pair_sli413_td439_rep02_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,13,1,62,62.000,13.000,4.769,1.967,pair_sli413_td439_rep02_A2_TD,59.2
pair_sli413_td439_rep02_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,15,1,69,69.000,15.000,4.600,2.091,pair_sli413_td439_rep02_A3_TD,59.2
pair_sli413_td439_rep02_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,9,1,74,74.000,9.000,8.222,4.709,pair_sli413_td439_rep02_B1_TD,59.2
pair_sli413_td439_rep02_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,10,1,61,61.000,10.000,6.100,2.773,pair_sli413_td439_rep02_B2_TD,59.2
pair_sli413_td439_rep02_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,15,1,92,92.000,15.000,6.133,3.180,pair_sli413_td439_rep02_B3_TD,59.2
pair_sli413_td439_rep03_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,6,1,41,41.000,6.000,6.833,2.267,pair_sli413_td439_rep03_A1_TD,59.2
pair_sli413_td439_rep03_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,11,1,61,61.000,11.000,5.545,3.115,pair_sli413_td439_rep03_A2_TD,59.2
pair_sli413_td439_rep03_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,11,1,73,73.000,11.000,6.636,3.650,pair_sli413_td439_rep03_A3_TD,59.2
pair_sli413_td439_rep03_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,9,1,81,81.000,9.000,9.000,4.497,pair_sli413_td439_rep03_B1_TD,59.2
pair_sli413_td439_rep03_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,11,1,60,60.000,11.000,5.455,2.426,pair_sli413_td439_rep03_B2_TD,59.2
pair_sli413_td439_rep03_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,13,1,80,80.000,13.000,6.154,3.919,pair_sli413_td439_rep03_B3_TD,59.2
pair_sli413_td439_rep04_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,9,1,72,72.000,9.000,8.000,3.464,pair_sli413_td439_rep04_A1_TD,59.2
pair_sli413_td439_rep04_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,8,1,56,56.000,8.000,7.000,2.449,pair_sli413_td439_rep04_A2_TD,59.2
pair_sli413_td439_rep04_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,12,1,61,61.000,12.000,5.083,2.178,pair_sli413_td439_rep04_A3_TD,59.2
pair_sli413_td439_rep04_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,6,1,60,60.000,6.000,10.000,4.397,pair_sli413_td439_rep04_B1_TD,59.2
pair_sli413_td439_rep04_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,19,1,75,75.000,19.000,3.947,2.328,pair_sli413_td439_rep04_B2_TD,59.2
pair_sli413_td439_rep04_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,16,1,80,80.000,16.000,5.000,2.574,pair_sli413_td439_rep04_B3_TD,59.2
pair_sli413_td439_rep05_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,8,1,73,73.000,8.000,9.125,3.621,pair_sli413_td439_rep05_A1_TD,59.2
pair_sli413_td439_rep05_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,8,1,50,50.000,8.000,6.250,1.854,pair_sli413_td439_rep05_A2_TD,59.2
pair_sli413_td439_rep05_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,18,1,97,97.000,18.000,5.389,2.731,pair_sli413_td439_rep05_A3_TD,59.2
pair_sli413_td439_rep05_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,11,1,47,47.000,11.000,4.273,2.562,pair_sli413_td439_rep05_B1_TD,59.2
pair_sli413_td439_rep05_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,15,1,71,71.000,15.000,4.733,1.611,pair_sli413_td439_rep05_B2_TD,59.2
pair_sli413_td439_rep05_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,16,1,102,102.000,16.000,6.375,3.352,pair_sli413_td439_rep05_B3_TD,59.2
pair_sli413_td439_rep06_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,6,1,51,51.000,6.000,8.500,1.258,pair_sli413_td439_rep06_A1_TD,59.2
pair_sli413_td439_rep06_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,12,1,78,78.000,12.000,6.500,4.500,pair_sli413_td439_rep06_A2_TD,59.2
pair_sli413_td439_rep06_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,13,1,98,98.000,13.000,7.538,3.543,pair_sli413_td439_rep06_A3_TD,59.2
pair_sli413_td439_rep06_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,10,1,57,57.000,10.000,5.700,2.934,pair_sli413_td439_rep06_B1_TD,59.2
pair_sli413_td439_rep06_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,7,1,71,71.000,7.000,10.143,5.303,pair_sli413_td439_rep06_B2_TD,59.2
pair_sli413_td439_rep06_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,21,1,110,110.000,21.000,5.238,3.085,pair_sli413_td439_rep06_B3_TD,59.2
pair_sli413_td439_rep07_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,11,1,64,64.000,11.000,5.818,2.855,pair_sli413_td439_rep07_A1_TD,59.2
pair_sli413_td439_rep07_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,8,1,59,59.000,8.000,7.375,2.826,pair_sli413_td439_rep07_A2_TD,59.2
pair_sli413_td439_rep07_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,21,1,112,112.000,21.000,5.333,3.076,pair_sli413_td439_rep07_A3_TD,59.2
pair_sli413_td439_rep07_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,10,1,57,57.000,10.000,5.700,4.196,pair_sli413_td439_rep07_B1_TD,59.2
pair_sli413_td439_rep07_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,10,1,73,73.000,10.000,7.300,2.795,pair_sli413_td439_rep07_B2_TD,59.2
pair_sli413_td439_rep07_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,14,1,99,99.000,14.000,7.071,3.011,pair_sli413_td439_rep07_B3_TD,59.2
pair_sli413_td439_rep08_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,14,1,79,79.000,14.000,5.643,2.942,pair_sli413_td439_rep08_A1_TD,59.2
pair_sli413_td439_rep08_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,8,1,59,59.000,8.000,7.375,3.935,pair_sli413_td439_rep08_A2_TD,59.2
pair_sli413_td439_rep08_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,10,1,68,68.000,10.000,6.800,2.638,pair_sli413_td439_rep08_A3_TD,59.2
pair_sli413_td439_rep08_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,15,1,60,60.000,15.000,4.000,1.789,pair_sli413_td439_rep08_B1_TD,59.2
pair_sli413_td439_rep08_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,15,1,61,61.000,15.000,4.067,3.732,pair_sli413_td439_rep08_B2_TD,59.2
pair_sli413_td439_rep08_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,19,1,105,105.000,19.000,5.526,3.015,pair_sli413_td439_rep08_B3_TD,59.2
pair_sli413_td439_rep09_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,7,1,63,63.000,7.000,9.000,1.512,pair_sli413_td439_rep09_A1_TD,59.2
pair_sli413_td439_rep09_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,8,1,56,56.000,8.000,7.000,3.082,pair_sli413_td439_rep09_A2_TD,59.2
pair_sli413_td439_rep09_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,23,1,107,107.000,23.000,4.652,2.631,pair_sli413_td439_rep09_A3_TD,59.2
pair_sli413_td439_rep09_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,11,1,69,69.000,11.000,6.273,2.733,pair_sli413_td439_rep09_B1_TD,59.2
pair_sli413_td439_rep09_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,10,1,73,73.000,10.000,7.300,2.193,pair_sli413_td439_rep09_B2_TD,59.2
pair_sli413_td439_rep09_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,16,1,100,100.000,16.000,6.250,3.345,pair_sli413_td439_rep09_B3_TD,59.2
pair_sli413_td439_rep10_A1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,12,1,68,68.000,12.000,5.667,2.779,pair_sli413_td439_rep10_A1_TD,59.2
pair_sli413_td439_rep10_A2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,9,1,56,56.000,9.000,6.222,3.359,pair_sli413_td439_rep10_A2_TD,59.2
pair_sli413_td439_rep10_A3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,12,1,66,66.000,12.000,5.500,1.607,pair_sli413_td439_rep10_A3_TD,59.2
pair_sli413_td439_rep10_B1_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,17,1,81,81.000,17.000,4.765,2.819,pair_sli413_td439_rep10_B1_TD,59.2
pair_sli413_td439_rep10_B2_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,14,1,82,82.000,14.000,5.857,1.922,pair_sli413_td439_rep10_B2_TD,59.2
pair_sli413_td439_rep10_B3_TD.cha,eng,ICL-PILOT,CHI,4;11.06,.,TD,.,.,Target_Child,.,.,21,1,110,110.000,21.000,5.238,2.827,pair_sli413_td439_rep10_B3_TD,59.2
pair_sli427_td406_rep01_A1_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,8,1,53,53.000,8.000,6.625,2.446,pair_sli427_td406_rep01_A1_TD,55.5
pair_sli427_td406_rep01_A2_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,9,1,56,56.000,9.000,6.222,2.485,pair_sli427_td406_rep01_A2_TD,55.5
pair_sli427_td406_rep01_A3_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,12,1,64,64.000,12.000,5.333,1.106,pair_sli427_td406_rep01_A3_TD,55.5
pair_sli427_td406_rep01_B1_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,13,1,61,61.000,13.000,4.692,1.435,pair_sli427_td406_rep01_B1_TD,55.5
pair_sli427_td406_rep01_B2_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,13,1,82,82.000,13.000,6.308,2.866,pair_sli427_td406_rep01_B2_TD,55.5
pair_sli427_td406_rep01_B3_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,15,1,71,71.000,15.000,4.733,1.948,pair_sli427_td406_rep01_B3_TD,55.5
pair_sli427_td406_rep02_A1_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,6,1,60,60.000,6.000,10.000,2.828,pair_sli427_td406_rep02_A1_TD,55.5
pair_sli427_td406_rep02_A2_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,9,1,52,52.000,9.000,5.778,3.083,pair_sli427_td406_rep02_A2_TD,55.5
pair_sli427_td406_rep02_A3_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,10,1,104,104.000,10.000,10.400,4.030,pair_sli427_td406_rep02_A3_TD,55.5
pair_sli427_td406_rep02_B1_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,11,1,77,77.000,11.000,7.000,5.292,pair_sli427_td406_rep02_B1_TD,55.5
pair_sli427_td406_rep02_B2_TD.cha,eng,ICL-PILOT,CHI,4;07.15,.,TD,.,.,Target_Child,.,.,9,1,47,47.000,9.000,5.222,1.618,pair_sli427_td406_rep02_B2_TD,55.5
